"ID","Poet","Poetry"
"956","mirza-ghalib","us bazm meñ mujhe nahīñ bantī hayā kiye 
baiThā rahā agarche ishāre huā kiye 
dil hī to hai siyāsat-e-darbāñ se Dar gayā 
maiñ aur jā.ūñ dar se tire bin sadā kiye 
rakhtā phirūñ huuñ ḳhirqa o sajjāda rahn-e-mai 
muddat huī hai dāvat āb-o-havā kiye 
be-sarfa hī guzartī hai ho garche umr-e-ḳhizr 
hazrat bhī kal kaheñge ki ham kyā kiyā kiye 
maqdūr ho to ḳhaak se pūchhūñ ki ai la.iim 
tū ne vo ganj-hā-e-garāñ-māya kyā kiye 
kis roz tohmateñ na tarāshā kiye adū 
kis din hamāre sar pe na aare chalā kiye 
sohbat meñ ġhair kī na paḌī ho kahīñ ye ḳhū 
dene lagā hai bosa baġhair iltijā kiye 
zid kī hai aur baat magar ḳhū burī nahīñ 
bhūle se us ne saikḌoñ va.ade vafā kiye 
'ġhālib' tumhīñ kaho ki milegā javāb kyā 
maanā ki tum kahā kiye aur vo sunā kiye"
"957","mirza-ghalib","vaañ pahuñch kar jo ġhash aatā pa.e-ham hai ham ko 
sad-rah āhañg-e-zamīñ bos-e-qadam hai ham ko 
dil ko maiñ aur mujhe dil mahv-e-vafā rakhtā hai 
kis qadar zauq-e-giriftāri-e-ham hai ham ko 
zof se naqsh-e-pa-e-mor hai tauq-e-gardan 
tire kūche se kahāñ tāqat-e-ram hai ham ko 
jaan kar kiije taġhāful ki kuchh ummīd bhī ho 
ye nigāh-e-ġhalat-andāz to sam hai ham ko 
rashk-e-ham-tarhi o dard-e-asar-e-bāñg-e-hazīñ 
nāla-e-murġh-e-sahar teġh-e-do-dam hai ham ko 
sar uḌāne ke jo vaade ko mukarrar chāhā 
hañs ke bole ki tire sar kī qasam hai ham ko 
dil ke ḳhuuñ karne kī kyā vaj.h va-lekin nā-chār 
pās-e-be-raunaqi-e-dīda aham hai ham ko 
tum vo nāzuk ki ḳhamoshī ko fuġhāñ kahte ho 
ham vo aajiz ki taġhāful bhī sitam hai ham ko 
lucknow aane kā baa.is nahīñ khultā yaanī 
havas-e-sair-o-tamāshā so vo kam hai ham ko 
maqta-e-silsila-e-shauq nahīñ hai ye shahr 
azm-e-sair-e-najaf-o-tauf-e-haram hai ham ko 
liye jaatī hai kahīñ ek tavaqqo 'ġhālib' 
jāda-e-rah kashish-e-kāf-e-karam hai ham ko 
abr rotā hai ki bazm-e-tarab āmāda karo 
barq hañstī hai ki fursat koī dam hai ham ko"
"958","mirza-ghalib","vaañ us ko haul-e-dil hai to yaañ maiñ huuñ sharm-sār 
ya.anī ye merī aah kī tāsīr se na ho 
apne ko dekhtā nahīñ zauq-e-sitam ko dekh 
ā.īna tā-ki dīda-e-naḳhchīr se na ho"
"959","mirza-ghalib","vārasta us se haiñ ki mohabbat hī kyuuñ na ho 
kiije hamāre saath adāvat hī kyuuñ na ho 
chhoḌā na mujh meñ zo.af ne rañg iḳhtilāt kā 
hai dil pe baar naqsh-e-mohabbat hī kyuuñ na ho 
hai mujh ko tujh se tazkira-e-ġhair kā gila 
har-chand bar-sabīl-e-shikāyat hī kyuuñ na ho 
paidā huī hai kahte haiñ har dard kī davā 
yuuñ ho to chāra-e-ġham-e-ulfat hī kyuuñ na ho 
Daalā na be-kasī ne kisī se muāmla 
apne se khīñchtā huuñ ḳhajālat hī kyuuñ na ho 
hai aadmī bajā.e ḳhud ik mahshar-e-ḳhayāl 
ham anjuman samajhte haiñ ḳhalvat hī kyuuñ na ho 
hañgāma-e-zabūni-e-himmat hai infi.āl 
hāsil na kiije dahr se ibrat hī kyuuñ na ho 
vārastagī bahāna-e-begāngī nahīñ 
apne se kar na ġhair se vahshat hī kyuuñ na ho 
miTtā hai faut-e-fursat-e-hastī kā ġham koī 
umr-e-azīz sarf-e-ibādat hī kyuuñ na ho 
us fitna-ḳhū ke dar se ab uThte nahīñ 'asad' 
us meñ hamāre sar pe qayāmat hī kyuuñ na ho"
"960","mirza-ghalib","vo aa ke ḳhvāb meñ taskīn-e-iztirāb to de 
vale mujhe tapish-e-dil majāl-e-ḳhvāb to de 
kare hai qatl lagāvaT meñ terā ro denā 
tirī tarah koī teġh-e-nigah ko aab to de 
dikhā ke jumbish-e-lab hī tamām kar ham ko 
na de jo bosa to muñh se kahīñ javāb to de 
pilā de ok se saaqī jo ham se nafrat hai 
piyāla gar nahīñ detā na de sharāb to de 
'asad' ḳhushī se mire haath paañv phuul ga.e 
kahā jo us ne zarā mere paañv daab to de 
ye kaun kahve hai ābād kar hameñ lekin 
kabhī zamāna murād-e-dil-e-ḳharāb to de"
"961","mirza-ghalib","vo firāq aur vo visāl kahāñ 
vo shab-o-roz o māh-o-sāl kahāñ 
fursat-e-kārobār-e-shauq kise 
zauq-e-nazzāra-e-jamāl kahāñ 
dil to dil vo dimāġh bhī na rahā 
shor-e-saudā-e-ḳhatt-o-ḳhāl kahāñ 
thī vo ik shaḳhs ke tasavvur se 
ab vo rānā.ī-e-ḳhayāl kahāñ 
aisā āsāñ nahīñ lahū ronā 
dil meñ tāqat jigar meñ haal kahāñ 
ham se chhūTā qimār-ḳhāna-e-ishq 
vaañ jo jāveñ girah meñ maal kahāñ 
fikr-e-duniyā meñ sar khapātā huuñ 
maiñ kahāñ aur ye vabāl kahāñ 
muzmahil ho ga.e qavā ġhālib 
vo anāsir meñ e'tidāl kahāñ 
bose meñ vo muzā.iqa na kare 
par mujhe tāqat-e-savāl kahāñ 
falak-e-sifla be-muhābā hai 
is sitam-gar ko infi.āl kahāñ"
"962","mirza-ghalib","vo mirī chīn-e-jabīñ se ġham-e-pinhāñ samjhā 
rāz-e-maktūb ba-be-rabti-e-unvāñ samjhā 
yak alif besh nahīñ saiqal-e-ā.īna hanūz 
chaak kartā huuñ maiñ jab se ki garebāñ samjhā 
sharh-e-asbāb-e-giriftārī-e-ḳhātir mat pūchh 
is qadar tañg huā dil ki maiñ zindāñ samjhā 
bad-gumānī ne na chāhā use sargarm-e-ḳhirām 
ruḳh pe har qatra araq dīda-e-hairāñ samjhā 
ijz se apne ye jaanā ki vo bad-ḳhū hogā 
nabz-e-ḳhas se tapish-e-shola-e-sozāñ samjhā 
safar-e-ishq meñ kī zo.af ne rāhat-talabī 
har qadam saa.e ko maiñ apne shabistāñ samjhā 
thā gurezāñ mizha-e-yār se dil tā dam-e-marg 
daf-e-paikān-e-qazā is qadar āsāñ samjhā 
dil diyā jaan ke kyuuñ us ko vafādār 'asad' 
ġhalatī kī ki jo kāfir ko musalmāñ samjhā 
ham ne vahshat-kada-e-bazm-e-jahāñ meñ juuñ sham.a 
sho.ala-e-ishq ko apnā sar-o-sāmāñ samjhā"
"963","mirza-ghalib","vus.at-e-sa.i-e-karam dekh ki sar-tā-sar-e-ḳhāk 
guzre hai ābla-pā abr-e-guhar-bār hunūz 
yak-qalam kāġhaz-e-ātish-zada hai safha-e-dasht 
naqsh-e-pā meñ hai tab-e-garmī-e-raftār hunūz 
dāġh-e-atfāl hai dīvāna ba-kohsār hunūz 
ḳhalvat-e-sañg meñ hai naala talab-gār hunūz 
ḳhāna hai sail se ḳhū-karda-e-dīdār hunūz 
dūrbīñ dar-zada hai raḳhna-e-dīvār hunūz 
aa.ī yak-umr se ma.azūr-e-tamāsha nargis 
chashm-e-shabnam meñ na TuuTā mizha-e-ḳhār hunūz 
kyuuñ huā thā taraf-e-ābla-e-pā yā-rab 
jaada hai vā-shudan-e-pechish-e-tūmār hunūz 
hoñ ḳhamoshī-e-chaman hasrat-e-dīdār 'asad' 
mizha hai shāna-kash-e-turra-e-guftār hunūz"
"964","mirza-ghalib","yaad hai shādī meñ bhī hañgāma-e-yā-rab mujhe 
sub.ha-e-zāhid huā hai ḳhanda zer-e-lab mujhe 
hai kushād-e-ḳhātir-e-vā-basta dar rahn-e-suḳhan 
thā tilism-e-qufl-e-abjad ḳhāna-e-maktab mujhe 
yā rab is āshuftagī kī daad kis se chāhiye 
rashk āsā.ish pe hai zindāniyoñ kī ab mujhe 
tab.a hai mushtāq-e-lazzat-hā-e-hasrat kyā karūñ 
aarzū se hai shikast-e-ārzū matlab mujhe 
dil lagā kar aap bhī 'ġhālib' mujhī se ho ga.e 
ishq se aate the maane mīrzā sāhab mujhe"
"965","mirza-ghalib","yak-zarra-e-zamīñ nahīñ be-kār baaġh kā 
yaañ jaada bhī fatīla hai laale ke daaġh kā 
be-mai kise hai tāqat-e-āshob-e-āgahī 
khīñchā hai ijz-e-hausla ne ḳhat ayāġh kā 
bulbul ke kārobār pe haiñ ḳhanda-hā-e-gul 
kahte haiñ jis ko ishq ḳhalal hai dimāġh kā 
taaza nahīñ hai nashsha-e-fikr-e-suḳhan mujhe 
tiryākī-e-qadīm huuñ dūd-e-charāġh kā 
sau baar band-e-ishq se āzād ham hue 
par kyā kareñ ki dil hī adū hai farāġh kā 
be-ḳhūn-e-dil hai chashm meñ mauj-e-nigah ġhubār 
ye mai-kada ḳharāb hai mai ke surāġh kā 
bāġh-e-shagufta terā bisāt-e-nashāt-e-dil 
abr-e-bahār ḳhum-kada kis ke dimāġh kaa? 
josh-e-bahār-e-kulfat-e-nazzāra hai 'asad' 
hai abr pamba rauzan-e-dīvāar-e-bāġh kā"
"966","mirza-ghalib","ye ham jo hijr meñ dīvār-o-dar ko dekhte haiñ 
kabhī sabā ko kabhī nāma-bar ko dekhte haiñ 
vo aa.e ghar meñ hamāre ḳhudā kī qudrat hai 
kabhī ham un ko kabhī apne ghar ko dekhte haiñ 
nazar lage na kahīñ us ke dast-o-bāzū ko 
ye log kyuuñ mire zaḳhm-e-jigar ko dekhte haiñ 
tire javāhīr-e-turf-e-kulah ko kyā dekheñ 
ham auj-e-tāla-e-lāl-o-gohar ko dekhte haiñ"
"967","mirza-ghalib","ye na thī hamārī qismat ki visāl-e-yār hotā 
agar aur jiite rahte yahī intizār hotā 
tire va.ade par jiye ham to ye jaan jhuuT jaanā 
ki ḳhushī se mar na jaate agar e'tibār hotā 
tirī nāzukī se jaanā ki bañdhā thā ahd bodā 
kabhī tū na toḌ saktā agar ustuvār hotā 
koī mere dil se pūchhe tire tīr-e-nīm-kash ko 
ye ḳhalish kahāñ se hotī jo jigar ke paar hotā 
ye kahāñ kī dostī hai ki bane haiñ dost nāseh 
koī chārasāz hotā koī ġham-gusār hotā 
rag-e-sañg se Tapaktā vo lahū ki phir na thamtā 
jise ġham samajh rahe ho ye agar sharār hotā 
ġham agarche jāñ-gusil hai pa kahāñ bacheñ ki dil hai 
ġham-e-ishq gar na hotā ġham-e-rozgār hotā 
kahūñ kis se maiñ ki kyā hai shab-e-ġham burī balā hai 
mujhe kyā burā thā marnā agar ek baar hotā 
hue mar ke ham jo rusvā hue kyuuñ na ġharq-e-dariyā 
na kabhī janāza uThtā na kahīñ mazār hotā 
use kaun dekh saktā ki yagāna hai vo yaktā 
jo duī kī bū bhī hotī to kahīñ do-chār hotā 
ye masā.il-e-tasavvuf ye tirā bayān 'ġhālib' 
tujhe ham valī samajhte jo na bāda-ḳhvār hotā"
"968","mirza-ghalib","za-bas-ki mashq-e-tamāshā junūñ-alāmat hai 
kushād-o-bast-e-mizhah sīli-e-nadāmat hai 
na jānūñ kyūñki miTe dāġh-e-ta.an-e-bad-ahdī 
tujhe ki aa.ina bhī varta-e-malāmat hai 
ba-pech-o-tāb-e-havas silk-e-āfiyat mat toḌ 
nigāh-e-ajz sar-e-rishta-e-salāmat hai 
vafā muqābil-o-dāvā-e-ishq be-buniyād 
junūn-e-sāḳhta o fasl-e-gul qayāmat hai"
"969","mirza-ghalib","zaḳhm par chhiḌkeñ kahāñ tiflān-e-be-parvā namak 
kyā maza hotā agar patthar meñ bhī hotā namak 
gard-e-rāh-e-yār hai sāmān-e-nāz-e-zaḳhm-e-dil 
varna hotā hai jahāñ meñ kis qadar paidā namak 
mujh ko arzānī rahe tujh ko mubārak hojiyo 
nāla-e-bulbul kā dard aur ḳhanda-e-gul kā namak 
shor-e-jaulāñ thā kanār-e-bahr par kis kā ki aaj 
gard-e-sāhil hai ba-zaḳhm-e-mauja-e-dariyā namak 
daad detā hai mire zaḳhm-e-jigar kī vaah vaah 
yaad kartā hai mujhe dekhe hai vo jis jā namak 
chhoḌ kar jaanā tan-e-majrūh-e-āshiq haif hai 
dil talab kartā hai zaḳhm aur māñge haiñ a.azā namak 
ġhair kī minnat na khīñchūñgā pai-e-taufīr-e-dard 
zaḳhm misl-e-ḳhanda-e-qātil hai sar-tā-pā namak 
yaad haiñ 'ġhālib' tujhe vo din ki vajd-e-zauq meñ 
zaḳhm se girtā to maiñ palkoñ se chuntā thā namak 
is amal meñ aish kī lazzat nahīñ miltī 'asad' 
zor nisbat mai se rakhtā hai azārā kā namak"
"970","mirza-ghalib","zamāna saḳht kam-āzār hai ba-jān-e-asad 
vagarna ham to tavaqqo.a ziyāda rakhte haiñ 
tan-e-ba-band-e-havas dar nadāda rakhte haiñ 
dil-e-z-kār-e-jahāñ ūftāda rakhte haiñ 
tamīz-e-zishti-o-nekī meñ laakh bāteñ haiñ 
ba-aks-e-ā.ina yak-fard-e-sāda rakhte haiñ 
ba-rañg-e-sāya hameñ bandagī meñ hai taslīm 
ki dāġh-e-dil ba-jabīn-e-kushāda rakhte haiñ 
ba-zāhidāñ rag-e-gardan hai rishta-e-zunnār 
sar-e-ba-pā-e-but-e-nā-nihāda rakhte haiñ 
muāf-e-be-hūda-goī haiñ nāsehān-e-azīz 
dil-e-ba-dast-e-nigāre nadāda rakhte haiñ 
ba-rañg-e-sabza azīzān-e-bad-zabāñ yak-dast 
hazār teġh-e-ba-zahr-āb-dāda rakhte haiñ 
adab ne sauñpī hameñ surma-sā.i-e-hairat 
z-ban-e-basta-o-chashm-e-kushāda rakhte haiñ"
"971","mirza-ghalib","zikr merā ba-badī bhī use manzūr nahīñ 
ġhair kī baat bigaḌ jaa.e to kuchh duur nahīñ 
vada-e-sair-e-gulistāñ hai ḳhushā tāle-e-shauq 
muzhda-e-qatl muqaddar hai jo mazkūr nahīñ 
shāhid-e-hastī-e-mutlaq kī kamar hai aalam 
log kahte haiñ ki hai par hameñ manzūr nahīñ 
qatra apnā bhī haqīqat meñ hai dariyā lekin 
ham ko taqlīd-e-tunuk-zarfi-e-mansūr nahīñ 
hasrat ai zauq-e-ḳharābī ki vo tāqat na rahī 
ishq-e-pur-arbada kī guuñ tan-e-ranjūr nahīñ 
maiñ jo kahtā huuñ ki ham leñge qayāmat meñ tumheñ 
kis ra.ūnat se vo kahte haiñ ki ham huur nahīñ 
zulm kar zulm agar lutf dareġh aatā ho 
tū taġhāful meñ kisī rañg se ma.azūr nahīñ 
saaf durdi-kash-e-paimāna-e-jam haiñ ham log 
vaa.e vo baada ki afsharda-e-añgūr nahīñ 
huuñ zuhūrī ke muqābil meñ ḳhifā.ī 'ġhālib' 
mere da.ave pe ye hujjat hai ki mash.hūr nahīñ"
"972","mirza-ghalib","zikr us parī-vash kā aur phir bayāñ apnā 
ban gayā raqīb āḳhir thā jo rāz-dāñ apnā 
mai vo kyuuñ bahut piite bazm-e-ġhair meñ yā rab 
aaj hī huā manzūr un ko imtihāñ apnā 
manzar ik bulandī par aur ham banā sakte 
arsh se udhar hotā kaash ke makāñ apnā 
de vo jis qadar zillat ham hañsī meñ Tāleñge 
baare āshnā niklā un kā pāsbāñ apnā 
dard-e-dil likhūñ kab tak jā.ūñ un ko dikhlā duuñ 
uñgliyāñ figār apnī ḳhāma ḳhūñ-chakāñ apnā 
ghiste ghiste miT jaatā aap ne abas badlā 
nañg-e-sajda se mere sañg-e-āstāñ apnā 
tā kare na ġhammāzī kar liyā hai dushman ko 
dost kī shikāyat meñ ham ne ham-zabāñ apnā 
ham kahāñ ke daanā the kis hunar meñ yaktā the 
be-sabab huā 'ġhālib' dushman āsmāñ apnā"
"973","mirza-ghalib","zindagī apnī jab is shakl se guzrī 'ġhālib' 
ham bhī kyā yaad kareñge ki ḳhudā rakhte the"
"974","mirza-ghalib","zulmat-kade meñ mere shab-e-ġham kā josh hai 
ik sham.a hai dalīl-e-sahar so ḳhamosh hai 
ne muzhda-e-visāl na nazzāra-e-jamāl 
muddat huī ki āshtī-e-chashm-o-gosh hai 
mai ne kiyā hai husn-e-ḳhud-ārā ko be-hijāb 
ai shauq! haañ ijāzat-e-taslīm-e-hosh hai 
gauhar ko aqd-e-gardan-e-ḳhūbāñ meñ dekhnā 
kyā auj par sitāra-e-gauhar-farosh hai 
dīdār baada hausla saaqī nigāh mast 
bazm-e-ḳhayāl mai-kada-e-be-ḳharosh hai 
ai taaza vārdān-e-bisāt-e-havā-e-dil 
zinhār agar tumheñ havas-e-nā.e-o-nosh hai 
dekho mujhe jo dīda-e-ibrat-nigāh ho 
merī suno jo gosh-e-nasīhat-ne.osh hai 
sāqī-ba-jalva dushman-e-īmān-o-āgahī 
mutrib ba-naġhma rahzan-e-tamkīn-o-hosh hai 
yā shab ko dekhte the ki har gosha-e-bisāt 
dāmān-e-bāġhbān o kaf-e-gul-farosh hai 
luft-e-ḳhiram-e-sāqī o zauq-e-sadā-e-chang 
ye jannat-e-nigāh vo firdaus-e-gosh hai 
yā sub.h-dam jo dekhiye aa kar to bazm meñ 
ne vo surūr o soz na josh-o-ḳharosh hai 
dāġh-e-firāq-e-sohbat-e-shab kī jalī huī 
ik sham.a rah ga.ī hai so vo bhī ḳhamosh hai 
aate haiñ ġhaib se ye mazāmīñ ḳhayāl meñ 
'ġhālib' sarīr-e-ḳhāma navā-e-sarosh hai"
"975","mohsin-naqvi","aap kī aañkh se gahrā hai mirī ruuh kā zaḳhm 
aap kyā soch sakeñge mirī tanhā.ī ko 
maiñ to dam toḌ rahā thā magar afsurda hayāt 
ḳhud chalī aa.ī mirī hausla-afzā.ī ko 
lazzat-e-ġham ke sivā terī nigāhoñ ke baġhair 
kaun samjhā hai mire zaḳhm kī gahrā.ī ko 
maiñ baḌhā.uñgā tirī shohrat-e-ḳhush-bū kā nikhār 
tū duā de mire afsāna-e-rusvā.ī ko 
vo to yuuñ kahiye ki ik qaus-e-quzah phail ga.ī 
varna maiñ bhuul gayā thā tirī añgḌā.ī ko"
"976","mohsin-naqvi","ab ke bārish meñ to ye kār-e-ziyāñ honā hī thā 
apnī kachchī bastiyoñ ko be-nishāñ honā hī thā 
kis ke bas meñ thā havā kī vahshatoñ ko roknā 
barg-e-gul ko ḳhaak sho.ale ko dhuāñ honā hī thā 
jab koī samt-e-safar tai thī na hadd-e-rahguzar 
ai mire rah-rau safar to rā.egāñ honā hī thā 
mujh ko ruknā thā use jaanā thā agle moḌ tak 
faisla ye us ke mere darmiyāñ honā hī thā 
chāñd ko chalnā thā bahtī sīpiyoñ ke saath saath 
mo.ajiza ye bhī tah-e-āb-e-ravāñ honā hī thā 
maiñ na.e chehroñ pe kahtā thā na.ī ġhazleñ sadā 
merī is aadat se us ko bad-gumāñ honā hī thā 
shahr se bāhar kī vīrānī basānā thī mujhe 
apnī tanhā.ī pe kuchh to mehrbāñ honā hī thā 
apnī āñkheñ dafn karnā thiiñ ġhubār-e-ḳhāk meñ 
ye sitam bhī ham pe zer-e-āsmāñ honā hī thā 
be-sadā bastī kī rasmeñ thiiñ yahī 'mohsin' mire 
maiñ zabāñ rakhtā thā mujh ko be-zabāñ honā hī thā"
"977","mohsin-naqvi","ab vo tūfāñ hai na vo shor havāoñ jaisā 
dil kā aalam hai tire ba.ad ḳhalāoñ jaisā 
kaash duniyā mire ehsās ko vāpas kar de 
ḳhāmushī kā vahī andāz sadāoñ jaisā 
paas rah kar bhī hamesha vo bahut duur milā 
us kā andāz-e-taġhāful thā ḳhudāoñ jaisā 
kitnī shiddat se bahāroñ ko thā ehsās-e-ma.āl 
phuul khil kar bhī rahā zard ḳhizāoñ jaisā 
kyā qayāmat hai ki duniyā use sardār kahe 
jis kā andāz-e-suḳhan bhī ho gadāoñ jaisā 
phir tirī yaad ke mausam ne jagā.e mahshar 
phir mire dil meñ uThā shor havāoñ jaisā 
bārhā ḳhvāb meñ pā kar mujhe pyāsā 'mohsin' 
us kī zulfoñ ne kiyā raqs ghaTāoñ jaisā"
"978","mohsin-naqvi","ab ye sochūñ to bhañvar zehn meñ paḌ jaate haiñ 
kaise chehre haiñ jo milte hī bichhaḌ jaate haiñ 
kyuuñ tire dard ko deñ tohmat-e-vīrānī-e-dil 
zalzaloñ meñ to bhare shahr ujaḌ jaate haiñ 
mausam-e-zard meñ ik dil ko bachā.ūñ kaise 
aisī rut meñ to ghane peḌ bhī jhaḌ jaate haiñ 
ab koī kyā mire qadmoñ ke nishāñ DhūñDegā 
tez āñdhī meñ to ḳheme bhī ukhaḌ jaate haiñ 
shaġhl-e-arbāb-e-hunar pūchhte kyā ho ki ye log 
pattharoñ meñ bhī kabhī aa.ine jaḌ jaatī haiñ 
soch kā aa.ina dhundlā ho to phir vaqt ke saath 
chāñd chehroñ ke ḳhad-o-ḳhāl bigaḌ jaate haiñ 
shiddat-e-ġham meñ bhī zinda huuñ to hairat kaisī 
kuchh diye tund havāoñ se bhī laḌ jaate haiñ 
vo bhī kyā log haiñ 'mohsin' jo vafā kī ḳhātir 
ḳhud-tarāshīda usūloñ pe bhī aḌ jaate haiñ"
"979","mohsin-naqvi","agarche maiñ ik chaTān sā aadmī rahā huuñ 
magar tire ba.ad hausla hai ki jī rahā huuñ 
vo reza reza mire badan meñ utar rahā hai 
maiñ qatra qatra usī kī āñkhoñ ko pī rahā huuñ 
tirī hathelī pe kis ne likkhā hai qatl merā 
mujhe to lagtā hai maiñ tirā dost bhī rahā huuñ 
khulī haiñ āñkheñ magar badan hai tamām patthar 
koī batā.e maiñ mar chukā huuñ ki jī rahā huuñ 
kahāñ milegī misāl merī sitamgarī kī 
ki maiñ gulāboñ ke zaḳhm kāñToñ se sī rahā huuñ 
na pūchh mujh se ki shahr vāloñ kā haal kyā thā 
ki maiñ to ḳhud apne ghar meñ bhī do ghaḌī rahā huuñ 
milā to biite dinoñ kā sach us kī aañkh meñ thā 
vo āshnā jis se muddatoñ ajnabī rahā huuñ 
bhulā de mujh ko ki bevafā.ī bajā hai lekin 
gañvā na mujh ko ki maiñ tirī zindagī rahā huuñ 
vo ajnabī ban ke ab mile bhī to kyā hai 'mohsin' 
ye naaz kam hai ki maiñ bhī us kā kabhī rahā huuñ"
"980","mohsin-naqvi","ajiib ḳhauf musallat thā kal havelī par 
lahu charāġh jalātī rahī hathelī par 
sunegā kaun magar ehtijāj ḳhushbū kā 
ki saañp zahar chhiḌaktā rahā chamelī par 
shab-e-firāq mirī aañkh ko thakan se bachā 
ki niiñd vaar na kar de tirī sahelī par 
vo bevafā thā to phir itnā mehrbāñ kyuuñ thā 
bichhaḌ ke us se maiñ sochūñ usī pahelī par 
jalā na ghar kā añdherā charāġh se 'mohsin' 
sitam na kar mirī jaañ apne yaar belī par"
"981","mohsin-naqvi","ashk apnā ki tumhārā nahīñ dekhā jaatā 
abr kī zad meñ sitārā nahīñ dekhā jaatā 
apnī shah-e-rag kā lahū tan meñ ravāñ hai jab tak 
zer-e-ḳhanjar koī pyārā nahīñ dekhā jaatā 
mauj-dar-mauj ulajhne kī havas be-ma.anī 
Dūbtā ho to sahārā nahīñ dekhā jaatā 
tere chehre kī kashish thī ki palaT kar dekhā 
varna sūraj to dobāra nahīñ dekhā jaatā 
aag kī zid pe na jā phir se bhaḌak saktī hai 
raakh kī tah meñ sharāra nahīñ dekhā jaatā 
zaḳhm āñkhoñ ke bhī sahte the kabhī dil vaale 
ab to abrū kā ishārā nahīñ dekhā jaatā 
kyā qayāmat hai ki dil jis kā nagar hai 'mohsin' 
dil pe us kā bhī ijāra nahīñ dekhā jaatā"
"982","mohsin-naqvi","azāb-e-dīd meñ āñkheñ lahū lahū kar ke 
maiñ sharmsār huā terī justujū kar ke 
khañDar kī tah se burīda-badan saroñ ke sivā 
milā na kuchh bhī ḳhazānoñ kī aarzū kar ke 
sunā hai shahar meñ zaḳhmī diloñ kā mela hai 
chaleñge ham bhī magar pairahan rafū kar ke 
masāfat-e-shab-e-hijrāñ ke ba.ad bhed khulā 
havā dukhī hai charāġhoñ kī aabrū kar ke 
zamīñ kī pyaas usī ke lahū ko chaaT ga.ī 
vo ḳhush huā thā samundar ko aabjū kar ke 
ye kis ne ham se lahū kā ḳhirāj phir māñgā 
abhī to so.e the maqtal ko surḳh-rū kar ke 
julūs-e-ahl-e-vafā kis ke dar pe pahuñchā hai 
nishān-e-tauq-e-vafā zīnat-e-gulū kar ke 
ujaaḌ rut ko gulābī banā.e rakhtī hai 
hamārī aañkh tirī diid se vuzū kar ke 
koī to habs-e-havā se ye pūchhtā 'mohsin' 
milā hai kyā use kaliyoñ ko be-numū kar ke"
"983","mohsin-naqvi","ba-nām-e-tāqat koī ishāra nahīñ chalegā 
udaas nasloñ pe ab ijāra nahīñ chalegā 
ham apnī dhartī se apnī har samt ḳhud talāsheñ 
hamārī ḳhātir koī sitāra nahīñ chalegā 
hayāt ab shām-e-ġham kī tashbīh ḳhud banegī 
tumhārī zulfoñ kā isti.āra nahīñ chalegā 
chalo saroñ kā ḳhirāj nok-e-sināñ ko baḳhsheñ 
ki jaañ bachāne kā istiḳhāra nahīñ chalegā 
hamāre jazbe baġhāvatoñ ko tarāshte haiñ 
hamāre jazboñ pe bas tumhārā nahīñ chalegā 
azal se qaa.em haiñ donoñ apnī zidoñ pe 'mohsin' 
chalegā paanī magar kināra nahīñ chalegā"
"984","mohsin-naqvi","bhaḌkā.eñ mirī pyaas ko aksar tirī āñkheñ 
sahrā mirā chehrā hai samundar tirī āñkheñ 
phir kaun bhalā dād-e-tabassum unheñ degā 
ro.eñgī bahut mujh se bichhaḌ kar tirī āñkheñ 
ḳhālī jo huī shām-e-ġharībāñ kī hathelī 
kyā kyā na luTātī rahīñ gauhar terī āñkheñ 
bojhal nazar aatī haiñ ba-zāhir mujhe lekin 
khultī haiñ bahut dil meñ utar kar tirī āñkheñ 
ab tak mirī yādoñ se miTā.e nahīñ miTtā 
bhīgī huī ik shaam kā manzar tirī āñkheñ 
mumkin ho to ik taaza ġhazal aur bhī kah luuñ 
phir oḌh na leñ ḳhvāb kī chādar tirī āñkheñ 
maiñ sañg-sifat ek hī raste meñ khaḌā huuñ 
shāyad mujhe dekheñgī palaT kar tirī āñkheñ 
yuuñ dekhte rahnā use achchhā nahīñ 'mohsin' 
vo kāñch kā paikar hai to patthar tirī āñkheñ"
"985","mohsin-naqvi","bichhaḌ ke mujh se ye mashġhala iḳhtiyār karnā 
havā se Darnā bujhe charāġhoñ se pyaar karnā 
khulī zamīnoñ meñ jab bhī sarsoñ ke phuul mahkeñ 
tum aisī rut meñ sadā mirā intizār karnā 
jo log chāheñ to phir tumheñ yaad bhī na aa.eñ 
kabhī kabhī tum mujhe bhī un meñ shumār karnā 
kisī ko ilzām-e-bevafā.ī kabhī na denā 
mirī tarah apne aap ko sogvār karnā 
tamām va.ade kahāñ talak yaad rakh sakoge 
jo bhuul jaa.eñ vo ahd bhī ustuvār karnā 
ye kis kī āñkhoñ ne bādaloñ ko sikhā diyā hai 
ki sīna-e-sañg se ravāñ ābshār karnā 
maiñ zindagī se na khul sakā is liye bhī 'mohsin' 
ki bahte paanī pe kab talak e'tibār karnā"
